
   Detailed Statistics  
    Arrivals 
  
  Airport: San Francisco-Oakland-Freemont, CA - San Francisco International (SFO)
  Airline: Delta Air Lines (DL)
  Month(s): September
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2014
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport ,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time(Minutes),Arrival Delay(Minutes),Wheels-on Time,Taxi-in Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  DL,09/06/2014,0971,N139DL,DTW,14:22,14:21,0307 ,-1,14:16,0005,0000,0000,0000,0000,0000,
  DL,09/06/2014,1145,N596NW,DTW,18:02,17:47,0307 ,-15,17:44,0003,0000,0000,0000,0000,0000,
  DL,09/06/2014,1151,N362NW,MSP,13:38,13:16,0248 ,-22,13:12,0004,0000,0000,0000,0000,0000,
  DL,09/06/2014,1152,N703TW,HNL,05:05,04:39,0312 ,-26,04:32,0007,0000,0000,0000,0000,0000,
  DL,09/06/2014,1429,N3762Y,SLC,16:08,15:36,0127 ,-32,15:32,0004,0000,0000,0000,0000,0000,
  DL,09/06/2014,1505,N652DL,MSP,21:56,21:50,0241 ,-6,21:41,0009,0000,0000,0000,0000,0000,
  DL,09/06/2014,1649,N812DN,ATL,22:55,23:34,0312 ,39,23:28,0006,0009,0000,0000,0000,0030,
  DL,09/06/2014,1793,N6715C,MSP,15:17,15:07,0242 ,-10,14:59,0008,0000,0000,0000,0000,0000,
  DL,09/06/2014,2049,N819DN,ATL,10:21,09:58,0311 ,-23,09:55,0003,0000,0000,0000,0000,0000,
  DL,09/06/2014,2260,N3768 ,ATL,12:14,12:00,0319 ,-14,11:56,0004,0000,0000,0000,0000,0000,
  DL,09/06/2014,2265,N3769L,ATL,21:07,21:27,0311 ,20,21:19,0008,0008,0000,0000,0000,0012,
  DL,09/06/2014,2305,N365NW,MSP,11:44,11:58,0249 ,14,11:54,0004,0000,0000,0000,0000,0000,
  DL,09/07/2014,0241,N1402A,ATL,18:54,19:15,0324 ,21,18:25,0050,0000,0000,0021,0000,0000,
  DL,09/07/2014,0415,N723TW,JFK,19:54,19:46,0399 ,-8,19:38,0008,0000,0000,0000,0000,0000,
  DL,09/07/2014,0419,N711ZX,JFK,18:45,18:37,0400 ,-8,18:31,0006,0000,0000,0000,0000,0000,
  DL,09/07/2014,0428,N705TW,JFK,12:31,12:16,0391 ,-15,12:10,0006,0000,0000,0000,0000,0000,
  DL,09/07/2014,0430,N722TW,JFK,15:09,15:04,0384 ,-5,14:56,0008,0000,0000,0000,0000,0000,
  DL,09/07/2014,0431,N703TW,JFK,21:22,21:44,0387 ,22,21:29,0015,0000,0000,0022,0000,0000,
  DL,09/07/2014,0435,N624AG,JFK,22:49,23:55,0394 ,66,23:36,0019,0066,0000,0000,0000,0000,
  DL,09/07/2014,0545,N810DN,DTW,22:07,22:30,0306 ,23,21:53,0037,0000,0000,0023,0000,0000,
  DL,09/07/2014,0745,N819DN,DTW,10:56,10:43,0310 ,-13,10:38,0005,0000,0000,0000,0000,0000,
  DL,09/07/2014,0949,N666DN,MSP,09:31,09:24,0246 ,-7,09:17,0007,0000,0000,0000,0000,0000,
