
   Detailed Statistics  
    Arrivals 
  
  Airport: San Francisco-Oakland-Freemont, CA - San Francisco International (SFO)
  Airline: American Airlines (AA)
  Month(s): August
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2015
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport ,Scheduled Arrival Time,Actual Arrival Time,Arrival Delay(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  AA,08/03/2015,0490,N919US,PHL,23:56,00:26,30,0011,0000,0016,0000,0003,
  AA,08/03/2015,0557,N521UW,CLT,00:29,00:39,10,0000,0000,0000,0000,0000,
  AA,08/03/2015,0574,N660AW,PHL,11:00,10:56,-4,0000,0000,0000,0000,0000,
  AA,08/03/2015,0590,N581UW,PHX,00:49,00:53,4,0000,0000,0000,0000,0000,
  AA,08/03/2015,0662,N155UW,CLT,09:53,09:55,2,0000,0000,0000,0000,0000,
  AA,08/03/2015,0672,N170US,PHL,13:26,13:48,22,0000,0000,0022,0000,0000,
  AA,08/03/2015,0686,N926UW,PHX,19:06,18:57,-9,0000,0000,0000,0000,0000,
  AA,08/03/2015,0709,N560UW,PHL,19:22,19:31,9,0000,0000,0000,0000,0000,
  AA,08/03/2015,0719,N549UW,PHL,21:16,21:14,-2,0000,0000,0000,0000,0000,
  AA,08/03/2015,1130,N5CPAA,MIA,16:58,17:21,23,0000,0000,0023,0000,0000,
  AA,08/03/2015,1145,N3LFAA,ORD,10:02,09:49,-13,0000,0000,0000,0000,0000,
  AA,08/03/2015,1183,N854AA,DFW,22:15,00:00,0,0000,0000,0000,0000,0000,
  AA,08/03/2015,1203,N5FCAA,LAX,13:33,13:23,-10,0000,0000,0000,0000,0000,
  AA,08/03/2015,1226,N3FFAA,LAX,21:50,21:40,-10,0000,0000,0000,0000,0000,
  AA,08/03/2015,1273,N3FLAA,DFW,23:46,23:59,13,0000,0000,0000,0000,0000,
  AA,08/03/2015,1294,N5FCAA,LAX,08:18,08:30,12,0000,0000,0000,0000,0000,
  AA,08/03/2015,1393,N861AA,DFW,20:46,22:11,85,0080,0000,0000,0000,0005,
  AA,08/03/2015,1615,N3EEAA,ORD,22:58,22:47,-11,0000,0000,0000,0000,0000,
  AA,08/03/2015,1624,N3LYAA,ORD,19:56,19:30,-26,0000,0000,0000,0000,0000,
  AA,08/03/2015,1799,N567UW,CLT,20:33,21:11,38,0038,0000,0000,0000,0000,
  AA,08/03/2015,2029,N918US,CLT,19:05,20:23,78,0078,0000,0000,0000,0000,
  AA,08/03/2015,2207,N852AA,DFW,10:54,12:12,78,0000,0000,0000,0000,0078,
  AA,08/03/2015,2356,N3JCAA,ORD,12:40,12:43,3,0000,0000,0000,0000,0000,
  AA,08/03/2015,2411,N3GNAA,MIA,22:54,22:43,-11,0000,0000,0000,0000,0000,
  AA,08/03/2015,2438,N866AA,LAX,11:53,11:42,-11,0000,0000,0000,0000,0000,
  AA,08/03/2015,2475,N3GFAA,ORD,18:12,17:58,-14,0000,0000,0000,0000,0000,
  AA,08/04/2015,0015,N789AA,JFK,11:22,11:11,-11,0000,0000,0000,0000,0000,
  AA,08/04/2015,0037,N3FBAA,DFW,18:50,18:31,-19,0000,0000,0000,0000,0000,
  AA,08/04/2015,0082,N3CFAA,DFW,13:50,13:51,1,0000,0000,0000,0000,0000,
  AA,08/04/2015,0085,N799AA,JFK,19:15,19:23,8,0000,0000,0000,0000,0000,
  AA,08/04/2015,0159,N5EKAA,DFW,09:14,10:12,58,0058,0000,0000,0000,0000,
  AA,08/04/2015,0163,N791AA,JFK,23:39,00:16,37,0000,0000,0037,0000,0000,
  AA,08/04/2015,0167,N3BLAA,MIA,10:13,10:32,19,0009,0000,0010,0000,0000,
  AA,08/04/2015,0177,N792AA,JFK,21:44,21:38,-6,0000,0000,0000,0000,0000,
  AA,08/04/2015,0179,N788AA,JFK,13:50,14:04,14,0000,0000,0000,0000,0000,
  AA,08/04/2015,0193,N3EUAA,ORD,14:53,15:08,15,0011,0000,0004,0000,0000,
  AA,08/04/2015,0209,N3JPAA,LAX,18:01,18:08,7,0000,0000,0000,0000,0000,
  AA,08/04/2015,0218,N3BSAA,LAX,20:09,19:47,-22,0000,0000,0000,0000,0000,
  AA,08/04/2015,0241,N3LXAA,ORD,16:41,18:16,95,0000,0000,0000,0000,0095,
  AA,08/04/2015,0249,N3GCAA,DFW,17:33,17:28,-5,0000,0000,0000,0000,0000,
  AA,08/04/2015,0259,N3BHAA,DFW,12:50,12:42,-8,0000,0000,0000,0000,0000,
  AA,08/04/2015,0330,N3HCAA,DFW,15:54,15:57,3,0000,0000,0000,0000,0000,
  AA,08/04/2015,0403,N677AW,PHX,09:53,10:13,20,0009,0000,0011,0000,0000,
  AA,08/04/2015,0407,N569UW,PHX,15:59,15:51,-8,0000,0000,0000,0000,0000,
  AA,08/04/2015,0433,N558UW,PHX,12:29,14:08,99,0000,0000,0099,0000,0000,
  AA,08/04/2015,0436,N152UW,PHX,22:20,22:05,-15,0000,0000,0000,0000,0000,
  AA,08/04/2015,0461,N921US,CLT,11:57,11:42,-15,0000,0000,0000,0000,0000,
  AA,08/04/2015,0475,N546UW,CLT,22:23,22:47,24,0014,0000,0010,0000,0000,
  AA,08/04/2015,0490,N571UW,PHL,23:56,00:27,31,0016,0000,0015,0000,0000,
  AA,08/04/2015,0557,N562UW,CLT,00:29,00:36,7,0000,0000,0000,0000,0000,
  AA,08/04/2015,0574,N665AW,PHL,11:00,11:03,3,0000,0000,0000,0000,0000,
  AA,08/04/2015,0590,N583UW,PHX,00:49,00:58,9,0000,0000,0000,0000,0000,
  AA,08/04/2015,0662,N176UW,CLT,09:53,10:38,45,0030,0000,0015,0000,0000,
  AA,08/04/2015,0672,N927UW,PHL,13:26,13:18,-8,0000,0000,0000,0000,0000,
  AA,08/04/2015,0686,N521UW,PHX,19:06,20:23,77,0000,0000,0000,0000,0077,
  AA,08/04/2015,0709,N178US,PHL,19:22,19:46,24,0000,0000,0024,0000,0000,
  AA,08/04/2015,0719,N520UW,PHL,21:16,21:39,23,0017,0000,0006,0000,0000,
  AA,08/04/2015,1130,N5EAAA,MIA,16:58,17:07,9,0000,0000,0000,0000,0000,
  AA,08/04/2015,1145,N3LVAA,ORD,10:02,09:43,-19,0000,0000,0000,0000,0000,
  AA,08/04/2015,1183,N864AA,DFW,22:15,21:59,-16,0000,0000,0000,0000,0000,
  AA,08/04/2015,1203,N5DKAA,LAX,13:33,14:13,40,0000,0000,0040,0000,0000,
  AA,08/04/2015,1226,N3AMAA,LAX,21:50,21:39,-11,0000,0000,0000,0000,0000,
  AA,08/04/2015,1273,N3LLAA,DFW,23:46,00:19,33,0033,0000,0000,0000,0000,
  AA,08/04/2015,1294,N5DKAA,LAX,08:18,08:01,-17,0000,0000,0000,0000,0000,
  AA,08/04/2015,1393,N855AA,DFW,20:46,20:35,-11,0000,0000,0000,0000,0000,
  AA,08/04/2015,1615,N3FCAA,ORD,22:58,22:56,-2,0000,0000,0000,0000,0000,
  AA,08/04/2015,1624,N3ACAA,ORD,19:56,19:52,-4,0000,0000,0000,0000,0000,
  AA,08/04/2015,1799,N926UW,CLT,20:33,21:04,31,0026,0000,0005,0000,0000,
  AA,08/04/2015,2029,N572UW,CLT,19:05,00:14,309,0309,0000,0000,0000,0000,
  AA,08/04/2015,2207,N853AA,DFW,10:54,10:55,1,0000,0000,0000,0000,0000,
  AA,08/04/2015,2356,N3EPAA,ORD,12:40,12:50,10,0000,0000,0000,0000,0000,
  AA,08/04/2015,2411,N3EKAA,MIA,22:54,22:47,-7,0000,0000,0000,0000,0000,
  AA,08/04/2015,2438,N862AA,LAX,11:53,12:13,20,0000,0000,0020,0000,0000,
  AA,08/04/2015,2475,N3BKAA,ORD,18:12,19:20,68,0054,0000,0014,0000,0000,
  AA,08/05/2015,0015,N797AA,JFK,11:22,11:24,2,0000,0000,0000,0000,0000,
  AA,08/05/2015,0037,N3JJAA,DFW,18:50,18:49,-1,0000,0000,0000,0000,0000,
  AA,08/05/2015,0082,N3FHAA,DFW,13:50,13:46,-4,0000,0000,0000,0000,0000,
  AA,08/05/2015,0085,N790AA,JFK,19:15,18:32,-43,0000,0000,0000,0000,0000,
  AA,08/05/2015,0159,N5CNAA,DFW,09:14,09:08,-6,0000,0000,0000,0000,0000,
  AA,08/05/2015,0163,N793AA,JFK,23:39,00:02,23,0003,0000,0000,0000,0020,
  AA,08/05/2015,0167,N3FTAA,MIA,10:13,09:59,-14,0000,0000,0000,0000,0000,
  AA,08/05/2015,0177,N786AA,JFK,21:44,21:39,-5,0000,0000,0000,0000,0000,
  AA,08/05/2015,0179,N798AA,JFK,13:50,13:33,-17,0000,0000,0000,0000,0000,
  AA,08/05/2015,0193,N3GLAA,ORD,14:53,14:27,-26,0000,0000,0000,0000,0000,
  AA,08/05/2015,0209,N3BCAA,LAX,18:01,18:07,6,0000,0000,0000,0000,0000,
  AA,08/05/2015,0218,N3ATAA,LAX,20:09,20:41,32,0030,0000,0000,0000,0002,
  AA,08/05/2015,0241,N3LYAA,ORD,16:41,16:22,-19,0000,0000,0000,0000,0000,
  AA,08/05/2015,0249,N3GNAA,DFW,17:33,17:16,-17,0000,0000,0000,0000,0000,
  AA,08/05/2015,0259,N3AYAA,DFW,12:50,12:48,-2,0000,0000,0000,0000,0000,
  AA,08/05/2015,0330,N3HYAA,DFW,15:54,16:06,12,0000,0000,0000,0000,0000,
  AA,08/05/2015,0403,N650AW,PHX,09:53,09:32,-21,0000,0000,0000,0000,0000,
  AA,08/05/2015,0407,N189UW,PHX,15:59,15:46,-13,0000,0000,0000,0000,0000,
  AA,08/05/2015,0433,N912UY,PHX,12:29,12:39,10,0000,0000,0000,0000,0000,
  AA,08/05/2015,0436,N183UW,PHX,22:20,22:14,-6,0000,0000,0000,0000,0000,
  AA,08/05/2015,0461,N151UW,CLT,11:57,11:55,-2,0000,0000,0000,0000,0000,
  AA,08/05/2015,0475,N922US,CLT,22:23,22:53,30,0000,0000,0000,0030,0000,
  AA,08/05/2015,0490,N567UW,PHL,23:56,00:19,23,0013,0000,0010,0000,0000,
  AA,08/05/2015,0551,N560UW,PHL,11:00,11:50,50,0023,0000,0017,0000,0010,
  AA,08/05/2015,0557,N545UW,CLT,00:29,01:04,35,0027,0000,0006,0000,0002,
  AA,08/05/2015,0590,N558UW,PHX,00:49,00:51,2,0000,0000,0000,0000,0000,
  AA,08/05/2015,0662,N918US,CLT,09:53,09:56,3,0000,0000,0000,0000,0000,
  AA,08/05/2015,0672,N550UW,PHL,13:26,13:19,-7,0000,0000,0000,0000,0000,
  AA,08/05/2015,0686,N919US,PHX,19:06,19:59,53,0053,0000,0000,0000,0000,
  AA,08/05/2015,0709,N556UW,PHL,19:22,19:46,24,0000,0000,0024,0000,0000,
  AA,08/05/2015,0719,N971UY,PHL,21:16,21:16,0,0000,0000,0000,0000,0000,
  AA,08/05/2015,1130,N5DVAA,MIA,16:58,16:55,-3,0000,0000,0000,0000,0000,
